doc_id,verb_form,verb_form_start,verb_form_end,verb_lemma,arg1,arg1_start,arg1_end,arg1_pos,arg1_head,arg1_head_start,arg1_head_end,arg2,arg2_start,arg2_end,arg2_pos,arg2_head,arg2_head_start,arg2_head_end,rel_type,pred_serial,full_sentence_text
d8c6e146871905af77d1f596feb516549e55539c1ac1c9ebe6621a084a58c4aa,verletzt,26,34,verletzen,Der Flughafen,12,25,N,Flughafen,16,25,die Vorgaben,35,47,N,Vorgaben,39,47,con,"Predicate(type='con', args=(Head(sentence=73, token=4), Head(sentence=73, token=7)), strength=0, verb=5)",Die Folge : Der Flughafen verletzt die Vorgaben immer wieder stark .
5c80ed54cceb21f3ca2582b9638528fc9beb67cccea04d63acf45cecedff6212,dienen,31,37,dienen,solche vorschnellen Ausschliessungen,38,74,N,Ausschliessungen,58,74,Der Sache der Meinungsfreiheit,0,30,N,Sache,4,9,con,"Predicate(type='con', args=(Head(sentence=29, token=7), Head(sentence=29, token=1)), strength=0, verb=4)",Der Sache der Meinungsfreiheit dienen solche vorschnellen Ausschliessungen nicht .
7c90174d371ebeafdd368007f6f7dcbc0fd33f05a36449a2f20daad6ab78200f,verletze,12,20,verletzen,die Impfdrängelei,21,38,N,Impfdrängelei,25,38,das Gebot der Hilfeleistung,39,66,N,Gebot,43,48,con,"Predicate(type='con', args=(Head(sentence=49, token=4), Head(sentence=49, token=6)), strength=0, verb=2)",Zum anderen verletze die Impfdrängelei das Gebot der Hilfeleistung .
84b98c82c93621571cb6160bb89580dc1de1bf8cc4b4a2bdcb0542a64b6b14ab,geschossen,36,46,schießen,Der Mann,0,8,N,Mann,4,8,die Frau,27,35,N,Frau,31,35,con,"Predicate(type='con', args=(Head(sentence=13, token=1), Head(sentence=13, token=6)), strength=0, verb=7)",Der Mann soll mehrfach auf die Frau geschossen und sich dann selbst gerichtet haben .
d1c1e03ec8914e8d05b7c4b89a423a4db3b17717f21e8f17b88090635a410a8e,gewann,16,22,gewinnen,Deutschland,30,41,N,Deutschland,30,41,Côte d,48,54,N,Côte,48,52,con,"Predicate(type='con', args=(Head(sentence=28, token=5), Head(sentence=28, token=7)), strength=0, verb=3)",In der Vorrunde gewann damals Deutschland gegen Côte d ’ Ivoire 10 : 0 .
7cb7a2b4e16f75ae7a627eac1d354d6f8c0dc91d6f8ed13a1f8679cb225af662,galt,12,16,gelten,Der Angriff,0,11,N,Angriff,4,11,den jesidischen Widerstandseinheiten ,17,54,N,Widerstandseinheiten,33,53,con,"Predicate(type='con', args=(Head(sentence=7, token=1), Head(sentence=7, token=5)), strength=0, verb=2)","Der Angriff galt den jesidischen Widerstandseinheiten , einer lokalen jesidischen Miliz , die einen Teil der Grenzregion zwischen dem Irak und Syrien kontrolliert ."
051acc558ec14b4cbf08ef8e463cf40eed51db981c95f461b0eb2a3948230774,nutzte,9,15,nutzen,Servette,0,8,N,Servette,0,8,einen Fehler der Berner,16,39,N,Fehler,22,28,con,"Predicate(type='con', args=(Head(sentence=69, token=0), Head(sentence=69, token=3)), strength=0, verb=1)",Servette nutzte einen Fehler der Berner aus .
db1d6f507682053652ea1ebf61bbf6924758cbb2c0937276629f6bcaafcffce6,gilt,11,15,gelten,Sein Ärger,0,10,N,Ärger,5,10,der Wettbewerbskommission ( Weko ) ,16,51,N,Wettbewerbskommission,20,41,con,"Predicate(type='con', args=(Head(sentence=2, token=1), Head(sentence=2, token=4)), strength=0, verb=2)","Sein Ärger gilt der Wettbewerbskommission ( Weko ) , die festlegen muss , wie es für seinen Konzern nach 2019 punkto Lieferpflicht für mechanische Uhrwerke weitergeht ."
06761884c1d62354b75555d3a16d1d89bc8f677b3cfdbe86aa0996e798606982,brach,45,50,brechen,Der ukrainische Präsident Wolodimir Selenski,0,44,N,Präsident,16,25,einen Staatsbesuch in Oman,51,77,N,Staatsbesuch,57,69,con,"Predicate(type='con', args=(Head(sentence=14, token=2), Head(sentence=14, token=7)), strength=0, verb=5)",Der ukrainische Präsident Wolodimir Selenski brach einen Staatsbesuch in Oman ab und flog nach Kiew zurück .
91198c89e0ca090ec00f3aff9af802d444f2e5681b6add76a7004f2e330d90a2,schiesst,64,72,schießen,Waser,73,78,N,Waser,73,78,den neunten Platz,87,104,N,Platz,99,104,con,"Predicate(type='con', args=(Head(sentence=28, token=13), Head(sentence=28, token=18)), strength=0, verb=12)","Als die Resultate für den linksten Wahlkreis 4 + 5 erscheinen , schiesst Waser gar auf den neunten Platz hoch ."
595eaed963d80acc1e85be742ce9d48fcc95d0f980d3e676eee1a3c8099cd202,schoss,23,29,schießen,der Wortgewaltige,30,47,N,Wortgewaltige,34,47,Die grösste Breitseite,0,22,N,Breitseite,12,22,con,"Predicate(type='con', args=(Head(sentence=11, token=5), Head(sentence=11, token=2)), strength=0, verb=3)",Die grösste Breitseite schoss der Wortgewaltige aber auf Bolsonaro ab .
12daee23d5b7c25c22ede78bdf206603bf96cd5bf97cf74e78e9235e2b4c4441,verletzen,107,116,verletzen,die Sumpfkrebse,14,29,N,Sumpfkrebse,18,29,die Hände,86,95,N,Hände,90,95,con,"Predicate(type='con', args=(Head(sentence=32, token=3), Head(sentence=32, token=15)), strength=0, verb=17)","Sonst könnten die Sumpfkrebse mit ihren Scheren , an denen sich Widerhaken befinden , die Hände unangenehm verletzen ."
b2c6a465adcbe4046361d96ad351e19d56524b2ce7ec13cef5cd661aac28f545,schiesst,31,39,schießen,die Mittepartei,40,55,N,Mittepartei,44,55,die Konkurrenz,60,74,N,Konkurrenz,64,74,con,"Predicate(type='con', args=(Head(sentence=1, token=5), Head(sentence=1, token=8)), strength=0, verb=3)",Mit aggressiver Negativwerbung schiesst die Mittepartei auf die Konkurrenz .
cd2ab4e0d87be0cab2ac15c5404bbb09d0b52a268df3f3c279c99def93afbab2,fehle,69,74,fehlen,der Mut ,92,100,N,Mut,96,99,der Politik,57,68,N,Politik,61,68,con,"Predicate(type='con', args=(Head(sentence=17, token=16), Head(sentence=17, token=11)), strength=0, verb=12)","Schon letztes Jahr hat Studer in einer Kolumne beklagt , der Politik fehle beim Rentenalter der Mut , den Tatsachen ins Auge zu sehen ."
0f49cc4dde22f2a71bfd13ac3e2a9511a6a03ca8d17000512a5c312f6b7af680,siegt,25,30,siegen,River Plate Buenos Aires,0,24,N,River,0,5,den Stadtrivalen Boca Juniors 3,43,74,N,Stadtrivalen,47,59,con,"Predicate(type='con', args=(Head(sentence=4, token=0), Head(sentence=4, token=8)), strength=0, verb=4)",River Plate Buenos Aires siegt dabei gegen den Stadtrivalen Boca Juniors 3 : 1.
bbbb0d8759c5c3deecd6b99b93f1253659c41d108678bae7f70b6e8b7b90f1da,warnt,39,44,warnen,Das Mitglied des britischen Oberhauses,0,38,N,Mitglied,4,12,die westlichen Länder,45,66,N,Länder,60,66,con,"Predicate(type='con', args=(Head(sentence=14, token=1), Head(sentence=14, token=8)), strength=0, verb=5)","Das Mitglied des britischen Oberhauses warnt die westlichen Länder auch davor , aus wirtschaftlichen Ängsten vor Peking zu kuschen ."
1d7faa49828988d01002b65e999f7ced81617ec601d6197cd05af8f4588ffd93,fehle,10,15,fehlen,der Mut ,32,40,N,Mut,36,39,Frauen,16,22,N,Frauen,16,22,con,"Predicate(type='con', args=(Head(sentence=9, token=7), Head(sentence=9, token=3)), strength=0, verb=2)","Auch dort fehle Frauen oft noch der Mut , den Mund aufzumachen und sich zu wehren ."
baa502f74dc32830f78375277147b9089c37768db6d5c96557b67005546fe8fe,bricht,75,81,brechen,der Schiedsrichter,82,100,N,Schiedsrichter,86,100,das Drittligaspiel gegen Jahn Regensburg,101,141,N,Drittligaspiel,105,119,con,"Predicate(type='con', args=(Head(sentence=11, token=14), Head(sentence=11, token=16)), strength=0, verb=12)","Fussball – Weil sich Zwickau-Profi Sascha Härtel brutal am Fuss verletzt , bricht der Schiedsrichter das Drittligaspiel gegen Jahn Regensburg ab ."
59abaf77a537b1dc49e47d1d1c6778e9981a29b0714fc9e8f52a2496b78dd39d,verletzte,83,92,verletzen,ein Knabe,62,71,N,Knabe,66,71,die Sitten,72,82,N,Sitten,76,82,con,"Predicate(type='con', args=(Head(sentence=4, token=13), Head(sentence=4, token=15)), strength=0, verb=16)","Die Leute lebten früher ohne Krankheit , Hunger , Zwist , bis ein Knabe die Sitten verletzte und sich weigerte , in der Männerhütte zu leben ."
2d1d34173983137784f06dcb028dde9861fe5fd70bcd2409d46400f99b59dcdd,fehlen,40,46,fehlen,die richtigen Worte,57,76,N,Worte,71,76,dem Coach,47,56,N,Coach,51,56,con,"Predicate(type='con', args=(Head(sentence=37, token=10), Head(sentence=37, token=7)), strength=0, verb=5)",In den wegweisenden Momenten allerdings fehlen dem Coach die richtigen Worte .
aa72c11bc113045ec78b576078a6669413d31d9be3c5aaaa7295553258f42510,zogen,11,16,ziehen,Die Frauen,0,10,N,Frauen,4,10,ein System,17,27,N,System,21,27,con,"Predicate(type='con', args=(Head(sentence=38, token=1), Head(sentence=38, token=4)), strength=0, verb=2)",Die Frauen zogen ein System in privaten Wohnungen auf .
eb21cc4b3c3680511ef9675e3bd511d9e6d25de1a0cf75515afc70833557436f,verletzt,82,90,verletzen,das Blatt,19,28,N,Blatt,23,28,die Persönlichkeitsrechte von Jolanda Spiess-Hegglin,29,81,N,Persönlichkeitsrechte,33,54,con,"Predicate(type='con', args=(Head(sentence=11, token=5), Head(sentence=11, token=7)), strength=0, verb=11)",In diesem Sinn hat das Blatt die Persönlichkeitsrechte von Jolanda Spiess-Hegglin verletzt .
088f4e8b469ab2dd1fadd3b5fd6813b299bb42592564202f49488d75dea52231,verletzt,166,174,verletzen,Lauber,127,133,N,Lauber,127,133,verschiedene Amtspflichten,139,165,N,Amtspflichten,152,165,con,"Predicate(type='con', args=(Head(sentence=18, token=20), Head(sentence=18, token=23)), strength=0, verb=24)","Die beinahe im Duktus einer Streitschrift verfasste Verfügung der AB-BA scheint der GK praktisch keine andere Wahl zu lassen : Lauber habe verschiedene Amtspflichten verletzt , mehrfach die Unwahrheit gesagt und illoyal gehandelt ."
7a42d8bebc1ff2ab77cb4e9742384ec7f9772ca80fb5dd441e6a8a1943e1c04f,verletze,12,20,verletzen,Die Schweiz,0,11,N,Schweiz,4,11,ihre Neutralität,57,73,N,Neutralität,62,73,con,"Predicate(type='con', args=(Head(sentence=41, token=1), Head(sentence=41, token=9)), strength=0, verb=2)",Die Schweiz verletze mit der Übernahme der EU-Sanktionen ihre Neutralität .
0ca7b258b181d223ec29c1257e18beb694125aa775bba3a32602d36038c7de36,zogen,14,19,ziehen,Die Eggletons,0,13,N,Eggletons,4,13,Sandy ,20,26,N,Sandy,20,25,con,"Predicate(type='con', args=(Head(sentence=6, token=1), Head(sentence=6, token=3)), strength=0, verb=2)","Die Eggletons zogen Sandy , Eggie und Didi mit dem Fläschchen auf ."
9c06fdc86cea7329067a167d83fd860fd9a663765ae1b3fe607a8e8c3c6d9c0e,verletzt,99,107,verletzen,Der Sohn des Bären-Beizers,0,26,N,Sohn,4,8,ein weiteres Familienmitglied,62,91,N,Familienmitglied,75,91,con,"Predicate(type='con', args=(Head(sentence=11, token=1), Head(sentence=11, token=12)), strength=0, verb=14)","Der Sohn des Bären-Beizers wurde vor drei Jahren erschossen , ein weiteres Familienmitglied schwer verletzt ."
db36dc2e2a3a9e2e0e46a44b87a27e9cb5de7412078993b7902009e494170895,schossen,9,17,schießen,Stichflammen,24,36,N,Stichflammen,24,36,die Menschen,41,53,N,Menschen,45,53,con,"Predicate(type='con', args=(Head(sentence=28, token=3), Head(sentence=28, token=6)), strength=0, verb=1)",Manchmal schossen dabei Stichflammen auf die Menschen zu .
52480e682c7e1ef705dc84d50aed7175b2e216bb5d4944f82f732ca11b1f7aad,geschossen,93,103,schießen,Andreas Widmer,32,46,N,Andreas,32,39,einen Demonstranten oder Delinquenten,55,92,N,Demonstranten,61,74,con,"Predicate(type='con', args=(Head(sentence=42, token=5), Head(sentence=42, token=10)), strength=0, verb=13)",In seiner gesamten Karriere hat Andreas Widmer nie auf einen Demonstranten oder Delinquenten geschossen .
a50d6af65276979ab781d21aaedac189d94768b7abf2dfbd5983638dd35d21b9,fehlen,61,67,fehlen,griffige Massnahmen,16,35,N,Massnahmen,25,35,der EU,9,15,N,EU,13,15,con,"Predicate(type='con', args=(Head(sentence=38, token=5), Head(sentence=38, token=3)), strength=0, verb=9)",Nur weil der EU griffige Massnahmen bei der Terrorbekämpfung fehlen .
230dbf8b3e10f19ac3f3a123b675316af59a5da113d9a750f0d082b57bf4889b,fehlt,5,10,fehlen,der Mut ,43,51,N,Mut,47,50,den meisten Akteuren,22,42,N,Akteuren,34,42,con,"Predicate(type='con', args=(Head(sentence=27, token=7), Head(sentence=27, token=5)), strength=0, verb=1)","Dazu fehlt allerdings den meisten Akteuren der Mut , der Wahrheit ins Gesicht zu schauen ."
3c8120e3340a785addbb2e5815b21aa472df5d5f788d18389a3a6644a4538be5,verletzt,51,59,verletzen,der Hauptbeschuldigte,11,32,N,Hauptbeschuldigte,15,32,das Bankgeheimnis,33,50,N,Bankgeheimnis,37,50,con,"Predicate(type='con', args=(Head(sentence=6, token=3), Head(sentence=6, token=5)), strength=0, verb=6)",Damit habe der Hauptbeschuldigte das Bankgeheimnis verletzt .
faac5d0fc0cd77c3477ac1638706bb8b92641a230da2dd915136c4304540feca,verletzt,47,55,verletzen,Ein Hund,9,17,N,Hund,13,17,eine Jugendliche,30,46,N,Jugendliche,35,46,con,"Predicate(type='con', args=(Head(sentence=1, token=3), Head(sentence=1, token=7)), strength=0, verb=8)","Wilen SZ Ein Hund hat gestern eine Jugendliche verletzt , als diese ihn streicheln wollte ."
c7cf15db320f745cff2a43db3e3d7df0415df37e726faabe436ff631c02d379b,zog,6,9,ziehen,Meyer,0,5,N,Meyer,0,5,eine Bundesstrafrichterin,57,82,N,Bundesstrafrichterin,62,82,con,"Predicate(type='con', args=(Head(sentence=2, token=0), Head(sentence=2, token=10)), strength=0, verb=1)","Meyer zog in einer Pause zwischen zwei Einvernahmen über eine Bundesstrafrichterin her : « So eine Magersüchtige » , « mit einem giftigen Blick » , « die quasselt » ."
4dac4dac1e491b546d6b9f12a2e3e5a0ddfcc2ab1ace406489d065473fcb8b8c,geschossen,68,78,schießen,Ein Mann,0,8,N,Mann,4,8,mehrere Sicherheitskräfte,42,67,N,Sicherheitskräfte,50,67,con,"Predicate(type='con', args=(Head(sentence=6, token=1), Head(sentence=6, token=8)), strength=0, verb=9)",Ein Mann hatte an einer Militärsperre auf mehrere Sicherheitskräfte geschossen .
5c9fda661868d978e10bd479ae86c014ea32c500d2d4ff59c8444b268cfe50a2,fehlt,22,27,fehlen,diese Zuversicht,28,44,N,Zuversicht,34,44,Vielen anderen Firmen,0,21,N,Firmen,15,21,con,"Predicate(type='con', args=(Head(sentence=18, token=5), Head(sentence=18, token=2)), strength=0, verb=3)",Vielen anderen Firmen fehlt diese Zuversicht .
a43570f85b95776986262d0ad6f04955aebf66f6df5580535136ada19184f481,verletzt,181,189,verletzen,ein 54-jähriger Mann,102,122,N,Mann,118,122,erst seinen 24-jährigen Sohn,123,151,N,Sohn,147,151,con,"Predicate(type='con', args=(Head(sentence=1, token=15), Head(sentence=1, token=19)), strength=0, verb=26)",Neuenburg Ein Familiendrama forderte gestern mehrere Verletzte Im Kanton Neuenburg hat gestern Morgen ein 54-jähriger Mann erst seinen 24-jährigen Sohn mit einem Messer an der Hand verletzt und anschliessend seine 52-jährige Ehefrau entführt .
3d2002988c95ec5b1ad1e9060bcf2f9ba1b17f60db03a679d154aa01a0f5f730,gewarnt,27,34,warnen,Freunde,0,7,N,Freunde,0,7,Yakin,15,20,N,Yakin,15,20,con,"Predicate(type='con', args=(Head(sentence=32, token=0), Head(sentence=32, token=2)), strength=0, verb=4)","Freunde hatten Yakin davor gewarnt , dass er bei den Grasshoppers in einen Durcheinanderklub geraten werde , der seit Jahren an der Stelle tritt ."
e8c1e8f927f09188e5a3ed1b472e86ed573f835331d97c610612e207e7070856,verletzt,87,95,verletzen,Christian Jott Jenny ,0,21,N,Christian,0,9,das Urheberrecht,70,86,N,Urheberrecht,74,86,con,"Predicate(type='con', args=(Head(sentence=22, token=0), Head(sentence=22, token=13)), strength=0, verb=14)","Christian Jott Jenny , der Gemeindepräsident von St. Moritz GR , soll das Urheberrecht verletzt haben ."
fe334c32c1560dd8b15b6c8b24de880234be41e271dee01b4d7011a5a5825262,bricht,110,116,brechen,Schiedsrichter Sandro Schärer,117,146,N,Schiedsrichter,117,131,die Partie,147,157,N,Partie,151,157,con,"Predicate(type='con', args=(Head(sentence=5, token=14), Head(sentence=5, token=18)), strength=0, verb=13)",Nach einem kurzen Schreckmoment und einer Beratung mit seinen Assistenten und den Sicherheitsverantwortlichen bricht Schiedsrichter Sandro Schärer die Partie ab .
1bea751272427d33d6c2072f5e20ad6d5389b290ce28fe99026c7cadde930703,gegolten,109,117,gelten,der Angriff,18,29,N,Angriff,22,29,einem ukrainischen Marineschiff sowie Anti-Schiff-Raketen vom Typ Harpoon gegolten ,35,118,N,Marineschiff,54,66,con,"Predicate(type='con', args=(Head(sentence=17, token=5), Head(sentence=17, token=9)), strength=0, verb=15)","Es erklärte nun , der Angriff habe einem ukrainischen Marineschiff sowie Anti-Schiff-Raketen vom Typ Harpoon gegolten , welche die USA der Ukraine geliefert hatten ."
57e203eb694124dd5989ac849c80ad75dc6df8b7318028b17c5f714de78d0d4b,gilt,8,12,gelten,die Sorge,13,22,N,Sorge,17,22,der von Präsident Trump Anfang 2018 verfügten Abschaffung der erleichterten Niederlassung,38,127,N,Abschaffung,84,95,con,"Predicate(type='con', args=(Head(sentence=21, token=3), Head(sentence=21, token=14)), strength=0, verb=1)",Zurzeit gilt die Sorge aber vor allem der von Präsident Trump Anfang 2018 verfügten Abschaffung der erleichterten Niederlassung in den USA für Immigranten aus El Salvador .
48840d62c6d28c63a4347e8decfe5fc4d231f9525f2697c00d67527877e235ca,siegte,16,22,siegen,erin Norwegen,23,36,N,erin,23,27,Hamar,43,48,N,Hamar,43,48,con,"Predicate(type='con', args=(Head(sentence=53, token=4), Head(sentence=53, token=7)), strength=0, verb=3)",Mit Frisk Asker siegte erin Norwegen gegen Hamar .
834fc2ec63b604b5464c026759501b6acc6631b1e1d9c7d0d546ea53da0baaed,brach,62,67,brechen,Trump,56,61,N,Trump,56,61,die Verhandlungen,68,85,N,Verhandlungen,72,85,con,"Predicate(type='con', args=(Head(sentence=12, token=9), Head(sentence=12, token=12)), strength=0, verb=10)","Collins engagierte sich stark für das Hilfspaket , doch Trump brach die Verhandlungen ab ."
8b5bbb592b33e7a392655d22463c7d0ad35c501c34fc8d933cc95c78ed137079,verletzt,124,132,verletzen,Coffee Fellows,14,28,FM,Coffee,14,20,den Vertrag,112,123,N,Vertrag,116,123,con,"Predicate(type='con', args=(Head(sentence=3, token=2), Head(sentence=3, token=18)), strength=0, verb=19)","Hintergrund : Coffee Fellows ist seit der Mall-Eröffnung vor acht Monaten dort eingemietet , sieht jetzt jedoch den Vertrag verletzt ."
ea460d226ca6598e5c382c1699da5556b474de68132210c2046c25730f273b12,brechen,13,20,brechen,Viele Mütter,0,12,N,Mütter,6,12,den Kontakt,21,32,N,Kontakt,25,32,con,"Predicate(type='con', args=(Head(sentence=14, token=1), Head(sentence=14, token=4)), strength=0, verb=2)","Viele Mütter brechen den Kontakt einfach ab , oft unterstützt von den Grosseltern ."
cee6edc4edc4d3282b8b567586faf2a96faa5a8a585bb9a3629ae5bfe7ec08ad,schoss,113,119,schießen,der Preis,120,129,N,Preis,124,129,das Hundertfache also,213,234,N,Hundertfache,217,229,con,"Predicate(type='con', args=(Head(sentence=31, token=22), Head(sentence=31, token=39)), strength=0, verb=20)","Die Praxis jedoch sah diesmal so aus : Die Kunden konnten oder wollten auf die Schnelle nicht wechseln , derweil schoss der Preis pro Kilowattstunde binnen Stunden von neun Cents auf neun Dollar in die Höhe – auf das Hundertfache also ."
a3adc37f3999e94fb0aa7c326f5c85d179e7b7ef1da7f391b0b78ce718fa4a75,klagte,100,106,klagen,Eine vermeintliche Enthüllung zwei Monate nach der Streaming-Premiere der « Fidelio »,0,85,N,Enthüllung,19,29,den Bühnenbildentwurf,107,128,N,Bühnenbildentwurf,111,128,con,"Predicate(type='con', args=(Head(sentence=7, token=2), Head(sentence=7, token=15)), strength=0, verb=13)",Eine vermeintliche Enthüllung zwei Monate nach der Streaming-Premiere der « Fidelio » -Inszenierung klagte den Bühnenbildentwurf als Plagiat an .
147b4d63992f59f4beef6b354efe0eb4cb0e4fa408aa65cdb1ae7480cafa9756,schiesst,60,68,schießen,Marquez,52,59,N,Marquez,52,59,Rossi,69,74,N,Rossi,69,74,con,"Predicate(type='con', args=(Head(sentence=0, token=7), Head(sentence=0, token=9)), strength=0, verb=8)",Das nächste Kapitel einer wunderbaren Feindschaft : Marquez schiesst Rossi ab .
1ddb8642275a72c0ab8cf69f21fc28cc203a384a282fae15f71bfa5a97bd2291,bricht,21,27,brechen,Schiedsrichter Kever,0,20,N,Schiedsrichter,0,14,das Spiel,28,37,N,Spiel,32,37,con,"Predicate(type='con', args=(Head(sentence=54, token=0), Head(sentence=54, token=4)), strength=0, verb=2)",Schiedsrichter Kever bricht das Spiel nach 77 Minuten ab .
8f2d56daae09da62e253acd99f475f8e36c2ff3810cdcd3047572701f257d02e,siegte,12,18,siegen,Napoli,19,25,N,Napoli,19,25,Ajax Amsterdam 4,65,81,N,Ajax,65,69,con,"Predicate(type='con', args=(Head(sentence=0, token=4), Head(sentence=0, token=11)), strength=0, verb=3)",In Gruppe A siegte Napoli im Stadio Diego Armando Maradona gegen Ajax Amsterdam 4 : 2.
a0c0e1cc7912f5ea70126b7f7339045e69f92da8f67d8bcab9aa8d0e4148a880,verletzen,85,94,verletzen,Eine Verurteilung,0,17,N,Verurteilung,5,17,die verfassungsmässig garantierte Freiheit der Kunst,32,84,N,Freiheit,66,74,con,"Predicate(type='con', args=(Head(sentence=27, token=1), Head(sentence=27, token=7)), strength=0, verb=10)",Eine Verurteilung würde ohnehin die verfassungsmässig garantierte Freiheit der Kunst verletzen .
b57c04f479dc9952dcd47dfe9e48ffec271a0bee4cceecbf62978c098ebe7a34,gewarnt,73,80,warnen,Der Bund,0,8,N,Bund,4,8,die Kantone,21,32,N,Kantone,25,32,con,"Predicate(type='con', args=(Head(sentence=34, token=1), Head(sentence=34, token=5)), strength=0, verb=12)","Der Bund hat deshalb die Kantone in einem Brief vor den Arbeitsausfällen gewarnt , wie CH Media am Dienstag berichtete ."
774667e62e4c6c424ec021974da033344175ebdd4f5ffec82479263c001f2d2f,warnt,13,18,warnen,Der Offizier,0,12,N,Offizier,4,12,die Bevölkerung,32,47,N,Bevölkerung,36,47,con,"Predicate(type='con', args=(Head(sentence=20, token=1), Head(sentence=20, token=7)), strength=0, verb=2)","Der Offizier warnt in dem Video die Bevölkerung auch davor , ans Ufer geschwemmte Überreste des Pontons und andere Gegenstände einzusammeln , weil sie verstrahlt seien ."
7e802921c0078a90c280ee5ed6dd4e5cfeb6e4ed8d53803bb7b2cd6d37274655,brach,8,13,brechen,der angebliche Rassist Sheng,14,42,N,Rassist,29,36,sein Seminar,43,55,N,Seminar,48,55,con,"Predicate(type='con', args=(Head(sentence=41, token=5), Head(sentence=41, token=8)), strength=0, verb=2)","Am Ende brach der angebliche Rassist Sheng sein Seminar vorzeitig ab , seine Zukunft an der Universität ist unklar ."
f1ad435dd40afa99b5ab2a3666521af8292c4c52dad3110ac2b95ffcf86b6241,erreichen,133,142,erreichen,Reisende,0,8,N,Reisende,0,8,beliebte Ferienziele,17,37,N,Ferienziele,26,37,con,"Predicate(type='con', args=(Head(sentence=5, token=0), Head(sentence=5, token=3)), strength=0, verb=20)","Reisende konnten beliebte Ferienziele wie Barcelona , Amsterdam und Brüssel nicht mehr direkt aus der Schweiz heraus auf der Schiene erreichen ."
6ee9fad533aa88493b2ee3a267418d4987060719ab5384e38db5b0e3ca8eead5,gelte,345,350,gelten,sein Ärger,334,344,N,Ärger,339,344,dem Sitzverlust seiner Partei,360,389,N,Sitzverlust,364,375,con,"Predicate(type='con', args=(Head(sentence=48, token=55), Head(sentence=48, token=59)), strength=0, verb=56)","« Im Gegenteil » , sagt der Betroffene dazu : « Meine Fachkenntnisse in energie- und klimapolitischen Fragen stossen im Kanton Luzern parteiübergreifend auf Wertschätzung . » Er habe sich natürlich über seine Abwahl geärgert und wäre gerne in Bern geblieben , aber aufgrund des Resultats müsse er die Abwahl nicht persönlich nehmen – sein Ärger gelte vielmehr dem Sitzverlust seiner Partei ."
7872227ee34b33f3ba1823b554fea5b6a4cd230b2a7ba6ab3bec10019942a48a,verletzt,119,127,verletzen,Die Berichterstattung,72,93,N,Berichterstattung,76,93,seine Privatsphäre,100,118,N,Privatsphäre,106,118,con,"Predicate(type='con', args=(Head(sentence=4, token=15), Head(sentence=4, token=18)), strength=0, verb=19)",Der High Court gab Richard jetzt mit seiner Klage gegen die BBC recht : Die Berichterstattung hätte seine Privatsphäre verletzt .
5d147dde050e98c1366e4d577e674965b6ac917bda9d2f376073d0ca50698167,aufzuheben,116,126,aufheben,der staatsnahe Betrieb,47,69,N,Betrieb,62,69,das Verbot für Kredite und Hypotheken,78,115,N,Verbot,82,88,con,"Predicate(type='con', args=(Head(sentence=31, token=9), Head(sentence=31, token=13)), strength=0, verb=18)","Um neue Erlösquellen zu erschliessen , fordert der staatsnahe Betrieb zudem , das Verbot für Kredite und Hypotheken aufzuheben ."
76e82c9f0be7db7de8d34dfff33d9c6c2b44579963f23f4daf62b0c0f06affe1,bricht,132,138,brechen,Tatjana – sie findet sich zu dick mit zu viel Cellulite und zu vielen Dehnungsstreifen,0,86,N,Tatjana,0,7,die Aufgabe,139,150,N,Aufgabe,143,150,con,"Predicate(type='con', args=(Head(sentence=33, token=0), Head(sentence=33, token=25)), strength=0, verb=23)",Tatjana – sie findet sich zu dick mit zu viel Cellulite und zu vielen Dehnungsstreifen – hält ihr eigenes Spiegelbild nicht aus und bricht die Aufgabe weinend ab .
237f4b1e737a2ceba323d675abe43d9e93b3318e8bc401599e8e464016acf47e,klagt,31,36,klagen,Die Zürcher Staatsanwaltschaft,0,30,N,Staatsanwaltschaft,12,30,Gastrokönig Rudi Bindella ( 72,37,67,N,Gastrokönig,37,48,con,"Predicate(type='con', args=(Head(sentence=2, token=2), Head(sentence=2, token=4)), strength=0, verb=3)",Die Zürcher Staatsanwaltschaft klagt Gastrokönig Rudi Bindella ( 72 ) wegen Vernachlässigung von Unterhaltspflichten an und verlangt eine bedingte Geldstrafe von 90 000 Franken .
ac8512124aa608c65a398d71f50ca4cf66a36a94e20a849f6c8f5a80716ef946,schiessen,20,29,schießen,Cannabisproduzenten,0,19,N,Cannabisproduzenten,0,19,Eindringlinge,34,47,N,Eindringlinge,34,47,con,"Predicate(type='con', args=(Head(sentence=1, token=0), Head(sentence=1, token=3)), strength=0, verb=1)",Cannabisproduzenten schiessen auf Eindringlinge .
db1ec40a112fd223a62c1941e0e7a613788340e127dc25aef1b764a5f76093d3,verletzten,105,115,verletzen,die USA,18,25,N,USA,22,25,die Zollabbauziele der WTO,116,142,N,Zollabbauziele,120,134,con,"Predicate(type='con', args=(Head(sentence=16, token=3), Head(sentence=16, token=15)), strength=0, verb=13)",Damit verstiessen die USA gegen das « Nicht-Diskriminierungs-Gebot im multilateralen Handelssystem » und verletzten die Zollabbauziele der WTO .
